BOOK	CHAP	VERSE	WORD
41	1	6	ἦν
41	1	6	ὁ
41	1	6	Ἰωάννης
41	1	6	ἐνδεδυμένος
41	1	6	τρίχας
41	1	6	καμήλου
41	1	6	καὶ
41	1	6	ζώνην
41	1	6	δερματίνην
41	1	6	περὶ
41	1	6	τὴν
41	1	6	ὀσφὺν
41	1	6	αὐτοῦ
41	1	6	καὶ
41	1	6	ἔσθων*
41	1	6	ἀκρίδας
41	1	6	καὶ
41	1	6	μέλι
41	1	6	ἄγριον.¶
41	1	7	καὶ
41	1	7	ἐκήρυσσεν
41	1	7	λέγων·
41	1	7	Ἔρχεται
41	1	7	ὁ
41	1	7	ἰσχυρότερός
41	1	7	μου
41	1	7	ὀπίσω
41	1	7	μου,
41	1	7	οὗ
41	1	7	οὐκ
41	1	7	εἰμὶ
41	1	7	ἱκανὸς
41	1	7	κύψας
41	1	7	λῦσαι
41	1	7	τὸν
41	1	7	ἱμάντα
41	1	7	τῶν
41	1	7	ὑποδημάτων
41	1	7	αὐτοῦ.
41	1	8	ἐγὼ
41	1	8	ἐβάπτισα
41	1	8	ὑμᾶς
41	1	8	ὕδατι,
41	1	8	αὐτὸς
41	1	8	δὲ
41	1	8	βαπτίσει
41	1	8	ὑμᾶς
41	1	8	ἐν
41	1	8	Πνεύματι
41	1	8	Ἁγίῳ.¶
41	1	9	Καὶ
41	1	9	ἐγένετο
41	1	9	ἐν
41	1	9	ἐκείναις
41	1	9	ταῖς
41	1	9	ἡμέραις
41	1	9	ἦλθεν
41	1	9	Ἰησοῦς
41	1	9	ἀπὸ
41	1	9	Ναζαρὲτ
41	1	9	τῆς
41	1	9	Γαλιλαίας
41	1	9	καὶ
41	1	9	ἐβαπτίσθη
41	1	9	εἰς
41	1	9	τὸν
41	1	9	Ἰορδάνην
41	1	9	ὑπὸ
41	1	9	Ἰωάννου.
41	1	10	καὶ
41	1	10	εὐθὺς
41	1	10	ἀναβαίνων
41	1	10	ἐκ
41	1	10	τοῦ
41	1	10	ὕδατος
41	1	10	εἶδεν
41	1	10	σχιζομένους
41	1	10	τοὺς
41	1	10	οὐρανοὺς
41	1	10	καὶ
41	1	10	τὸ
41	1	10	Πνεῦμα
41	1	10	ὡς
41	1	10	περιστερὰν
41	1	10	καταβαῖνον
41	1	10	εἰς
41	1	10	αὐτόν·
41	1	11	καὶ
41	1	11	φωνὴ
41	1	11	ἐγένετο
41	1	11	ἐκ
41	1	11	τῶν
41	1	11	οὐρανῶν·
41	1	11	Σὺ
41	1	11	εἶ
41	1	11	ὁ
41	1	11	Υἱός
41	1	11	μου
41	1	11	ὁ
41	1	11	ἀγαπητός,
41	1	11	ἐν
41	1	11	σοὶ
41	1	11	εὐδόκησα.¶
41	1	12	Καὶ
41	1	12	εὐθὺς
41	1	12	τὸ
41	1	12	Πνεῦμα
41	1	12	αὐτὸν
41	1	12	ἐκβάλλει
41	1	12	εἰς
41	1	12	τὴν
41	1	12	ἔρημον.
41	1	13	καὶ
41	1	13	ἦν
41	1	13	ἐν
41	1	13	τῇ
41	1	13	ἐρήμῳ
41	1	13	τεσσεράκοντα
41	1	13	ἡμέρας
41	1	13	πειραζόμενος
41	1	13	ὑπὸ
41	1	13	τοῦ
41	1	13	Σατανᾶ,
41	1	13	καὶ
41	1	13	ἦν
41	1	13	μετὰ
41	1	13	τῶν
41	1	13	θηρίων,
41	1	13	καὶ
41	1	13	οἱ
41	1	13	ἄγγελοι
41	1	13	διηκόνουν
41	1	13	αὐτῷ.¶
41	1	14	Μετὰ
41	1	14	δὲ+
41	1	14	τὸ
41	1	14	παραδοθῆναι
41	1	14	τὸν
41	1	14	Ἰωάννην
41	1	14	ἦλθεν
41	1	14	ὁ
41	1	14	Ἰησοῦς
41	1	14	εἰς
41	1	14	τὴν
41	1	14	Γαλιλαίαν
41	1	14	κηρύσσων
41	1	14	τὸ
41	1	14	εὐαγγέλιον
41	1	14	τοῦ
41	1	14	Θεοῦ
41	1	15	καὶ
41	1	15	λέγων
41	1	15	ὅτι
41	1	15	Πεπλήρωται
41	1	15	ὁ
41	1	15	καιρὸς
41	1	15	καὶ
41	1	15	ἤγγικεν
41	1	15	ἡ
41	1	15	βασιλεία
41	1	15	τοῦ
41	1	15	Θεοῦ·
41	1	15	μετανοεῖτε
41	1	15	καὶ
41	1	15	πιστεύετε
41	1	15	ἐν
41	1	15	τῷ
41	1	15	εὐαγγελίῳ.¶
41	1	16	Καὶ
41	1	16	παράγων
41	1	16	παρὰ
41	1	16	τὴν
41	1	16	θάλασσαν
41	1	16	τῆς
41	1	16	Γαλιλαίας
41	1	16	εἶδεν
41	1	16	Σίμωνα
41	1	16	καὶ
41	1	16	Ἀνδρέαν
41	1	16	τὸν
41	1	16	ἀδελφὸν
41	1	16	Σίμωνος
41	1	16	ἀμφιβάλλοντας
41	1	16	ἐν
41	1	16	τῇ
41	1	16	θαλάσσῃ·
41	1	16	ἦσαν
41	1	16	γὰρ
41	1	16	ἁλιεῖς.
41	1	17	καὶ
41	1	17	εἶπεν
41	1	17	αὐτοῖς
41	1	17	ὁ
41	1	17	Ἰησοῦς·
41	1	17	Δεῦτε
41	1	17	ὀπίσω
41	1	17	μου,
41	1	17	καὶ
41	1	17	ποιήσω
41	1	17	ὑμᾶς
41	1	17	γενέσθαι
41	1	17	ἁλιεῖς
41	1	17	ἀνθρώπων.
41	1	18	καὶ
41	1	18	εὐθὺς
41	1	18	ἀφέντες
41	1	18	τὰ
41	1	18	δίκτυα
41	1	18	ἠκολούθησαν
41	1	18	αὐτῷ.
41	1	19	Καὶ
41	1	19	προβὰς
41	1	19	ὀλίγον
41	1	19	εἶδεν
41	1	19	Ἰάκωβον
41	1	19	τὸν
41	1	19	τοῦ
41	1	19	Ζεβεδαίου
41	1	19	καὶ
41	1	19	Ἰωάννην
41	1	19	τὸν
41	1	19	ἀδελφὸν
41	1	19	αὐτοῦ
41	1	19	καὶ
41	1	19	αὐτοὺς
41	1	19	ἐν
41	1	19	τῷ
41	1	19	πλοίῳ
41	1	19	καταρτίζοντας
41	1	19	τὰ
41	1	19	δίκτυα,
41	1	20	καὶ
41	1	20	εὐθὺς
41	1	20	ἐκάλεσεν
41	1	20	αὐτούς.
41	1	20	καὶ
41	1	20	ἀφέντες
41	1	20	τὸν
41	1	20	πατέρα
41	1	20	αὐτῶν
41	1	20	Ζεβεδαῖον
41	1	20	ἐν
41	1	20	τῷ
41	1	20	πλοίῳ
41	1	20	μετὰ
41	1	20	τῶν
41	1	20	μισθωτῶν
41	1	20	ἀπῆλθον
41	1	20	ὀπίσω
41	1	20	αὐτοῦ.¶
41	1	21	Καὶ
41	1	21	εἰσπορεύονται
41	1	21	εἰς
41	1	21	Καφαρναούμ·
41	1	21	καὶ
41	1	21	εὐθὺς
41	1	21	τοῖς
41	1	21	σάββασιν
41	1	21	εἰσελθὼν
41	1	21	εἰς
41	1	21	τὴν
41	1	21	συναγωγὴν
41	1	21	ἐδίδασκεν.
41	1	22	καὶ
41	1	22	ἐξεπλήσσοντο
41	1	22	ἐπὶ
41	1	22	τῇ
41	1	22	διδαχῇ
41	1	22	αὐτοῦ·
41	1	22	ἦν
41	1	22	γὰρ
41	1	22	διδάσκων
41	1	22	αὐτοὺς
41	1	22	ὡς
41	1	22	ἐξουσίαν
41	1	22	ἔχων
41	1	22	καὶ
41	1	22	οὐχ
41	1	22	ὡς
41	1	22	οἱ
41	1	22	γραμματεῖς.¶
41	1	23	Καὶ
41	1	23	εὐθὺς
41	1	23	ἦν
41	1	23	ἐν
41	1	23	τῇ
41	1	23	συναγωγῇ
41	1	23	αὐτῶν
41	1	23	ἄνθρωπος
41	1	23	ἐν
41	1	23	πνεύματι
41	1	23	ἀκαθάρτῳ
41	1	23	καὶ
41	1	23	ἀνέκραξεν
41	1	24	λέγων·
41	1	24	Τί
41	1	24	ἡμῖν
41	1	24	καὶ
41	1	24	σοί,
41	1	24	Ἰησοῦ
41	1	24	Ναζαρηνέ;
41	1	24	ἦλθες
41	1	24	ἀπολέσαι
41	1	24	ἡμᾶς;
41	1	24	οἶδά
41	1	24	σε
41	1	24	τίς
41	1	24	εἶ,
41	1	24	ὁ
41	1	24	Ἅγιος
41	1	24	τοῦ
41	1	24	Θεοῦ.
41	1	25	Καὶ
41	1	25	ἐπετίμησεν
41	1	25	αὐτῷ
41	1	25	ὁ
41	1	25	Ἰησοῦς
41	1	25	λέγων·
41	1	25	Φιμώθητι
41	1	25	καὶ
41	1	25	ἔξελθε
41	1	25	ἐξ
41	1	25	αὐτοῦ.
41	1	26	καὶ
41	1	26	σπαράξαν
41	1	26	αὐτὸν
41	1	26	τὸ
41	1	26	πνεῦμα
41	1	26	τὸ
41	1	26	ἀκάθαρτον
41	1	26	καὶ
41	1	26	φωνῆσαν
41	1	26	φωνῇ
41	1	26	μεγάλῃ
41	1	26	ἐξῆλθεν
41	1	26	ἐξ
41	1	26	αὐτοῦ.
41	1	27	Καὶ
41	1	27	ἐθαμβήθησαν
41	1	27	ἅπαντες
41	1	27	ὥστε
41	1	27	συζητεῖν
41	1	27	πρὸς
41	1	27	ἑαυτοὺς
41	1	27	λέγοντας·
41	1	27	Τί
41	1	27	ἐστιν
41	1	27	τοῦτο;
41	1	27	διδαχὴ
41	1	27	καινή
41	1	27	κατ᾽
41	1	27	ἐξουσίαν·
41	1	27	καὶ
41	1	27	τοῖς
41	1	27	πνεύμασι=
41	1	27	τοῖς
41	1	27	ἀκαθάρτοις
41	1	27	ἐπιτάσσει,
41	1	27	καὶ
41	1	27	ὑπακούουσιν
41	1	27	αὐτῷ.
41	1	28	καὶ
41	1	28	ἐξῆλθεν
41	1	28	ἡ
41	1	28	ἀκοὴ
41	1	28	αὐτοῦ
41	1	28	εὐθὺς
41	1	28	πανταχοῦ
41	1	28	εἰς
41	1	28	ὅλην
41	1	28	τὴν
41	1	28	περίχωρον
41	1	28	τῆς
41	1	28	Γαλιλαίας.¶
41	1	29	Καὶ
41	1	29	εὐθὺς
41	1	29	ἐκ
41	1	29	τῆς
41	1	29	συναγωγῆς
41	1	29	ἐξελθόντες
41	1	29	ἦλθον
41	1	29	εἰς
41	1	29	τὴν
41	1	29	οἰκίαν
41	1	29	Σίμωνος
41	1	29	καὶ
41	1	29	Ἀνδρέου
41	1	29	μετὰ
41	1	29	Ἰακώβου
41	1	29	καὶ
41	1	29	Ἰωάννου.
41	1	30	ἡ
41	1	30	δὲ
41	1	30	πενθερὰ
41	1	30	Σίμωνος
41	1	30	κατέκειτο
41	1	30	πυρέσσουσα,
41	1	30	καὶ
41	1	30	εὐθὺς
41	1	30	λέγουσιν
41	1	30	αὐτῷ
41	1	30	περὶ
41	1	30	αὐτῆς.
41	1	31	καὶ
41	1	31	προσελθὼν
41	1	31	ἤγειρεν
41	1	31	αὐτὴν
41	1	31	κρατήσας
41	1	31	τῆς
41	1	31	χειρός·
41	1	31	καὶ
41	1	31	ἀφῆκεν
41	1	31	αὐτὴν
41	1	31	ὁ
41	1	31	πυρετός,
41	1	31	καὶ
41	1	31	διηκόνει
41	1	31	αὐτοῖς.¶
41	1	32	Ὀψίας
41	1	32	δὲ
41	1	32	γενομένης,
41	1	32	ὅτε
41	1	32	ἔδυ
41	1	32	ὁ
41	1	32	ἥλιος,
41	1	32	ἔφερον
41	1	32	πρὸς
41	1	32	αὐτὸν
41	1	32	πάντας
41	1	32	τοὺς
41	1	32	κακῶς
41	1	32	ἔχοντας
41	1	32	καὶ
41	1	32	τοὺς
41	1	32	δαιμονιζομένους·
41	1	33	καὶ
41	1	33	ἦν
41	1	33	ὅλη
41	1	33	ἡ
41	1	33	πόλις
41	1	33	ἐπισυνηγμένη
41	1	33	πρὸς
41	1	33	τὴν
41	1	33	θύραν.
41	1	34	καὶ
41	1	34	ἐθεράπευσεν
41	1	34	πολλοὺς
41	1	34	κακῶς
41	1	34	ἔχοντας
41	1	34	ποικίλαις
41	1	34	νόσοις
41	1	34	καὶ
41	1	34	δαιμόνια
41	1	34	πολλὰ
41	1	34	ἐξέβαλεν
41	1	34	καὶ
41	1	34	οὐκ
41	1	34	ἤφιεν
41	1	34	λαλεῖν
41	1	34	τὰ
41	1	34	δαιμόνια,
41	1	34	ὅτι
41	1	34	ᾔδεισαν
41	1	34	αὐτόν.¶
41	1	35	Καὶ
41	1	35	πρωῒ
41	1	35	ἔννυχα
41	1	35	λίαν
41	1	35	ἀναστὰς
41	1	35	ἐξῆλθεν
41	1	35	καὶ
41	1	35	ἀπῆλθεν
41	1	35	εἰς
41	1	35	ἔρημον
41	1	35	τόπον
41	1	35	κἀκεῖ
41	1	35	προσηύχετο.
41	1	36	καὶ
41	1	36	κατεδίωξεν
41	1	36	αὐτὸν
41	1	36	Σίμων
41	1	36	καὶ
41	1	36	οἱ
41	1	36	μετ᾽
41	1	36	αὐτοῦ,
41	1	37	καὶ
41	1	37	εὗρον
41	1	37	αὐτὸν
41	1	37	καὶ
41	1	37	λέγουσιν
41	1	37	αὐτῷ
41	1	37	ὅτι
41	1	37	Πάντες
41	1	37	ζητοῦσίν
41	1	37	σε.
41	1	38	Καὶ
41	1	38	λέγει
41	1	38	αὐτοῖς·
41	1	38	Ἄγωμεν
41	1	38	ἀλλαχοῦ
41	1	38	εἰς
41	1	38	τὰς
41	1	38	ἐχομένας
41	1	38	κωμοπόλεις,
41	1	38	ἵνα
41	1	38	καὶ
41	1	38	ἐκεῖ
41	1	38	κηρύξω·
41	1	38	εἰς
41	1	38	τοῦτο
41	1	38	γὰρ
41	1	38	ἐξῆλθον.¶
41	1	39	καὶ
41	1	39	ἦλθεν
41	1	39	κηρύσσων
41	1	39	εἰς
41	1	39	τὰς
41	1	39	συναγωγὰς
41	1	39	αὐτῶν
41	1	39	εἰς
41	1	39	ὅλην
41	1	39	τὴν
41	1	39	Γαλιλαίαν
41	1	39	καὶ
41	1	39	τὰ
41	1	39	δαιμόνια
41	1	39	ἐκβάλλων.
41	1	40	Καὶ
41	1	40	ἔρχεται
41	1	40	πρὸς
41	1	40	αὐτὸν
41	1	40	λεπρὸς
41	1	40	παρακαλῶν
41	1	40	αὐτὸν
41	1	40	καὶ
41	1	40	γονυπετῶν
41	1	40	καὶ
41	1	40	λέγων
41	1	40	αὐτῷ
41	1	40	ὅτι
41	1	40	Ἐὰν
41	1	40	θέλῃς
41	1	40	δύνασαί
41	1	40	με
41	1	40	καθαρίσαι.
41	1	41	Καὶ
41	1	41	σπλαγχνισθεὶς
41	1	41	ἐκτείνας
41	1	41	τὴν
41	1	41	χεῖρα
41	1	41	αὐτοῦ
41	1	41	ἥψατο
41	1	41	καὶ
41	1	41	λέγει
41	1	41	αὐτῷ·
41	1	41	Θέλω,
41	1	41	καθαρίσθητι·
41	1	42	Καὶ
41	1	42	εὐθὺς
41	1	42	ἀπῆλθεν
41	1	42	ἀπ᾽
41	1	42	αὐτοῦ
41	1	42	ἡ
41	1	42	λέπρα,
41	1	42	καὶ
41	1	42	ἐκαθαρίσθη.
41	1	43	Καὶ
41	1	43	ἐμβριμησάμενος
41	1	43	αὐτῷ
41	1	43	εὐθὺς
41	1	43	ἐξέβαλεν
41	1	43	αὐτόν
41	1	44	καὶ
41	1	44	λέγει
41	1	44	αὐτῷ·
41	1	44	Ὅρα
41	1	44	μηδενὶ
41	1	44	μηδὲν
41	1	44	εἴπῃς,
41	1	44	ἀλλὰ=
41	1	44	ὕπαγε
41	1	44	σεαυτὸν
41	1	44	δεῖξον
41	1	44	τῷ
41	1	44	ἱερεῖ
41	1	44	καὶ
41	1	44	προσένεγκε
41	1	44	περὶ
41	1	44	τοῦ
41	1	44	καθαρισμοῦ
41	1	44	σου
41	1	44	ἃ
41	1	44	προσέταξεν
41	1	44	Μωϋσῆς,
41	1	44	εἰς
41	1	44	μαρτύριον
41	1	44	αὐτοῖς.
41	1	45	Ὁ
41	1	45	δὲ
41	1	45	ἐξελθὼν
41	1	45	ἤρξατο
41	1	45	κηρύσσειν
41	1	45	πολλὰ
41	1	45	καὶ
41	1	45	διαφημίζειν
41	1	45	τὸν
41	1	45	λόγον,
41	1	45	ὥστε
41	1	45	μηκέτι
41	1	45	αὐτὸν
41	1	45	δύνασθαι
41	1	45	φανερῶς
41	1	45	εἰς
41	1	45	πόλιν
41	1	45	εἰσελθεῖν,
41	1	45	ἀλλ᾽
41	1	45	ἔξω
41	1	45	ἐπ᾽
41	1	45	ἐρήμοις
41	1	45	τόποις
41	1	45	ἦν·
41	1	45	καὶ
41	1	45	ἤρχοντο
41	1	45	πρὸς
41	1	45	αὐτὸν
41	1	45	πάντοθεν.
41	2	1	Καὶ
41	2	1	εἰσελθὼν
41	2	1	πάλιν
41	2	1	εἰς
41	2	1	Καφαρναοὺμ
41	2	1	δι᾽
41	2	1	ἡμερῶν
41	2	1	ἠκούσθη
41	2	1	ὅτι
41	2	1	ἐν
41	2	1	οἴκῳ
41	2	1	ἐστίν.
41	2	2	καὶ
41	2	2	συνήχθησαν
41	2	2	πολλοὶ
41	2	2	ὥστε
41	2	2	μηκέτι
41	2	2	χωρεῖν
41	2	2	μηδὲ
41	2	2	τὰ
41	2	2	πρὸς
41	2	2	τὴν
41	2	2	θύραν,
41	2	2	καὶ
41	2	2	ἐλάλει
41	2	2	αὐτοῖς
41	2	2	τὸν
41	2	2	λόγον.
41	2	3	Καὶ
41	2	3	ἔρχονται
41	2	3	φέροντες
41	2	3	πρὸς
41	2	3	αὐτὸν
41	2	3	παραλυτικὸν
41	2	3	αἰρόμενον
41	2	3	ὑπὸ
41	2	3	τεσσάρων.
41	2	4	καὶ
41	2	4	μὴ
41	2	4	δυνάμενοι
41	2	4	προσενέγκαι
41	2	4	αὐτῷ
41	2	4	διὰ
41	2	4	τὸν
41	2	4	ὄχλον
41	2	4	ἀπεστέγασαν
41	2	4	τὴν
41	2	4	στέγην
41	2	4	ὅπου
41	2	4	ἦν,
41	2	4	καὶ
41	2	4	ἐξορύξαντες
41	2	4	χαλῶσι=
41	2	4	τὸν
41	2	4	κράβαττον
41	2	4	ὅπου
41	2	4	ὁ
41	2	4	παραλυτικὸς
41	2	4	κατέκειτο.
41	2	5	Καὶ
41	2	5	ἰδὼν
41	2	5	ὁ
41	2	5	Ἰησοῦς
41	2	5	τὴν
41	2	5	πίστιν
41	2	5	αὐτῶν
41	2	5	λέγει
41	2	5	τῷ
41	2	5	παραλυτικῷ·
41	2	5	Τέκνον,
41	2	5	ἀφίενταί
41	2	5	σου
41	2	5	αἱ
41	2	5	ἁμαρτίαι.
41	2	6	Ἦσαν
41	2	6	δέ
41	2	6	τινες
41	2	6	τῶν
41	2	6	γραμματέων
41	2	6	ἐκεῖ
41	2	6	καθήμενοι
41	2	6	καὶ
41	2	6	διαλογιζόμενοι
41	2	6	ἐν
41	2	6	ταῖς
41	2	6	καρδίαις
41	2	6	αὐτῶν·
41	2	7	Τί
41	2	7	οὗτος
41	2	7	οὕτως
41	2	7	λαλεῖ;
41	2	7	βλασφημεῖ·
41	2	7	τίς
41	2	7	δύναται
41	2	7	ἀφιέναι
41	2	7	ἁμαρτίας
41	2	7	εἰ
41	2	7	μὴ
41	2	7	εἷς
41	2	7	ὁ
41	2	7	Θεός;
41	2	8	Καὶ
41	2	8	εὐθὺς
41	2	8	ἐπιγνοὺς
41	2	8	ὁ
41	2	8	Ἰησοῦς
41	2	8	τῷ
41	2	8	πνεύματι
41	2	8	αὐτοῦ
41	2	8	ὅτι
41	2	8	οὕτως
41	2	8	διαλογίζονται
41	2	8	ἐν
41	2	8	ἑαυτοῖς
41	2	8	λέγει
41	2	8	αὐτοῖς·
41	2	8	Τί
41	2	8	ταῦτα
41	2	8	διαλογίζεσθε
41	2	8	ἐν
41	2	8	ταῖς
41	2	8	καρδίαις
41	2	8	ὑμῶν;
41	2	9	τί
41	2	9	ἐστιν
41	2	9	εὐκοπώτερον,
41	2	9	εἰπεῖν
41	2	9	τῷ
41	2	9	παραλυτικῷ·
41	2	9	Ἀφίενταί
41	2	9	σου
41	2	9	αἱ
41	2	9	ἁμαρτίαι,
41	2	9	ἢ
41	2	9	εἰπεῖν·
41	2	9	Ἔγειρε
41	2	9	καὶ
41	2	9	ἆρον
41	2	9	τὸν
41	2	9	κράβαττόν
41	2	9	σου
41	2	9	καὶ
41	2	9	περιπάτει;
41	2	10	ἵνα
41	2	10	δὲ
41	2	10	εἰδῆτε
41	2	10	ὅτι
41	2	10	ἐξουσίαν
41	2	10	ἔχει
41	2	10	ὁ
41	2	10	Υἱὸς
41	2	10	τοῦ
41	2	10	ἀνθρώπου
41	2	10	ἀφιέναι
41	2	10	ἁμαρτίας
41	2	10	ἐπὶ
41	2	10	τῆς
41	2	10	γῆς—
41	2	10	λέγει
41	2	10	τῷ
41	2	10	παραλυτικῷ·
41	2	11	Σοὶ
41	2	11	λέγω,
41	2	11	ἔγειρε
41	2	11	ἆρον
41	2	11	τὸν
41	2	11	κράβαττόν
41	2	11	σου
41	2	11	καὶ
41	2	11	ὕπαγε
41	2	11	εἰς
41	2	11	τὸν
41	2	11	οἶκόν
41	2	11	σου.
41	2	12	Καὶ
41	2	12	ἠγέρθη
41	2	12	καὶ
41	2	12	εὐθὺς
41	2	12	ἄρας
41	2	12	τὸν
41	2	12	κράβαττον
41	2	12	ἐξῆλθεν
41	2	12	ἔμπροσθεν
41	2	12	πάντων,
41	2	12	ὥστε
41	2	12	ἐξίστασθαι
41	2	12	πάντας
41	2	12	καὶ
41	2	12	δοξάζειν
41	2	12	τὸν
41	2	12	Θεὸν
41	2	12	λέγοντας
41	2	12	ὅτι
41	2	12	Οὕτως
41	2	12	οὐδέποτε
41	2	12	εἴδομεν.¶
41	2	13	Καὶ
41	2	13	ἐξῆλθεν
41	2	13	πάλιν
41	2	13	παρὰ
41	2	13	τὴν
41	2	13	θάλασσαν·
41	2	13	καὶ
41	2	13	πᾶς
41	2	13	ὁ
41	2	13	ὄχλος
41	2	13	ἤρχετο
41	2	13	πρὸς
41	2	13	αὐτόν,
41	2	13	καὶ
41	2	13	ἐδίδασκεν
41	2	13	αὐτούς.
41	2	14	Καὶ
41	2	14	παράγων
41	2	14	εἶδεν
41	2	14	Λευὶν
41	2	14	τὸν
41	2	14	τοῦ
41	2	14	Ἁλφαίου
41	2	14	καθήμενον
41	2	14	ἐπὶ
41	2	14	τὸ
41	2	14	τελώνιον,
41	2	14	καὶ
41	2	14	λέγει
41	2	14	αὐτῷ·
41	2	14	Ἀκολούθει
41	2	14	μοι.
41	2	14	καὶ
41	2	14	ἀναστὰς
41	2	14	ἠκολούθησεν
41	2	14	αὐτῷ.¶
41	2	15	Καὶ
41	2	15	γίνεται
41	2	15	κατακεῖσθαι
41	2	15	αὐτὸν
41	2	15	ἐν
41	2	15	τῇ
41	2	15	οἰκίᾳ
41	2	15	αὐτοῦ,
41	2	15	καὶ
41	2	15	πολλοὶ
41	2	15	τελῶναι
41	2	15	καὶ
41	2	15	ἁμαρτωλοὶ
41	2	15	συνανέκειντο
41	2	15	τῷ
41	2	15	Ἰησοῦ
41	2	15	καὶ
41	2	15	τοῖς
41	2	15	μαθηταῖς
41	2	15	αὐτοῦ·
41	2	15	ἦσαν
41	2	15	γὰρ
41	2	15	πολλοὶ
41	2	15	καὶ
41	2	15	ἠκολούθουν
41	2	15	αὐτῷ.
41	2	16	καὶ
41	2	16	οἱ
41	2	16	γραμματεῖς
41	2	16	τῶν
41	2	16	Φαρισαίων
41	2	16	ἰδόντες
41	2	16	ὅτι
41	2	16	ἐσθίει
41	2	16	μετὰ
41	2	16	τῶν
41	2	16	ἁμαρτωλῶν
41	2	16	καὶ
41	2	16	τελωνῶν
41	2	16	ἔλεγον
41	2	16	τοῖς
41	2	16	μαθηταῖς
41	2	16	αὐτοῦ·
41	2	16	Ὅτι
41	2	16	μετὰ
41	2	16	τῶν
41	2	16	τελωνῶν
41	2	16	καὶ
41	2	16	ἁμαρτωλῶν
41	2	16	ἐσθίει;
41	2	17	Καὶ
41	2	17	ἀκούσας
41	2	17	ὁ
41	2	17	Ἰησοῦς
41	2	17	λέγει
41	2	17	αὐτοῖς
41	2	17	ὅτι
41	2	17	Οὐ
41	2	17	χρείαν
41	2	17	ἔχουσιν
41	2	17	οἱ
41	2	17	ἰσχύοντες
41	2	17	ἰατροῦ
41	2	17	ἀλλ᾽
41	2	17	οἱ
41	2	17	κακῶς
41	2	17	ἔχοντες·
41	2	17	οὐκ
41	2	17	ἦλθον
41	2	17	καλέσαι
41	2	17	δικαίους
41	2	17	ἀλλὰ=
41	2	17	ἁμαρτωλούς.¶
41	2	18	Καὶ
41	2	18	ἦσαν
41	2	18	οἱ
41	2	18	μαθηταὶ
41	2	18	Ἰωάννου
41	2	18	καὶ
41	2	18	οἱ
41	2	18	Φαρισαῖοι
41	2	18	νηστεύοντες.
41	2	18	καὶ
41	2	18	ἔρχονται
41	2	18	καὶ
41	2	18	λέγουσιν
41	2	18	αὐτῷ·
41	2	18	Διὰ
41	2	18	τί
41	2	18	οἱ
41	2	18	μαθηταὶ
41	2	18	Ἰωάννου
41	2	18	καὶ
41	2	18	οἱ
41	2	18	μαθηταὶ
41	2	18	τῶν
41	2	18	Φαρισαίων
41	2	18	νηστεύουσιν,
41	2	18	οἱ
41	2	18	δὲ
41	2	18	σοὶ
41	2	18	μαθηταὶ
41	2	18	οὐ
41	2	18	νηστεύουσιν;
41	2	19	Καὶ
41	2	19	εἶπεν
41	2	19	αὐτοῖς
41	2	19	ὁ
41	2	19	Ἰησοῦς·
41	2	19	Μὴ
41	2	19	δύνανται
41	2	19	οἱ
